list-view-price,celly,celly 2,celly 3,celly 4,list-view-location
21.000,"1+
1",45 m²,"2
                        Yaşında",Ara Kat,İzmir / Buca / Hürriyet Mah.
33.000,"3+
1",120 m²,"30
                        Yaşında",4. Kat,İzmir / Balçova / Onur Mah.
28.000,"3+
1",110 m²,"35
                        Yaşında",6. Kat,İzmir / Bayraklı / Manavkuyu Mah.
25.000,"2+
1",89 m²,"30
                        Yaşında",4. Kat,İzmir / Karabağlar / Bahar Mah.
44.500,"3+
1",156 m²,"21
                        Yaşında",8. Kat,İzmir / Buca / Fırat Mah.
25.500,"2+
1",85 m²,"8
                        Yaşında",4. Kat,İzmir / Buca / Laleli Mah.
85.000,"3+
1",168 m²,"4
                        Yaşında",Bahçe Katı,İzmir / Gaziemir / Dokuz Eylül Mah.
62.500,"3+
1",136 m²,"4
                        Yaşında",1. Kat,İzmir / Gaziemir / Dokuz Eylül Mah.
79.500,"3+
1",128 m²,"4
                        Yaşında",2. Kat,İzmir / Gaziemir / Dokuz Eylül Mah.
27.000,"1+
1",45 m²,Sıfır Bina,2. Kat,İzmir / Buca / Atatürk Mah.
100.000,"5+
1",300 m²,"6
                        Yaşında",Bahçe Katı,İzmir / Güzelbahçe / Küçükkaya Mah.
25.000,"3+
1",130 m²,"31
                        Yaşında",3. Kat,İzmir / Çiğli / Egekent Mah.
80.000,"3+
1",168 m²,"4
                        Yaşında",2. Kat,İzmir / Gaziemir / Dokuz Eylül Mah.
24.000,"2+
1",100 m²,"30
                        Yaşında",3. Kat,İzmir / Karabağlar / Bahçelievler Mah.
50.000,"3+
1",160 m²,"11
                        Yaşında",7. Kat,İzmir / Bayraklı / Soğukkuyu Mah.
120.000,"4+
1",177 m²,"3
                        Yaşında",21 ve üzeri,İzmir / Konak / Halkapınar Mah.
35.000,"1+
1",35 m²,"1
                        Yaşında",5. Kat,İzmir / Bornova / Kazımdirik Mah.
35.000,"3+
1",102 m²,"46
                        Yaşında",6. Kat,İzmir / Karabağlar / Esenyalı Mah.
28.000,"1+
1",70 m²,Sıfır Bina,Yüksek Giriş,İzmir / Karşıyaka / Goncalar Mah.
25.000,"2+
1",68 m²,"14
                        Yaşında",Yüksek Giriş,İzmir / Çiğli / Ataşehir Mah.
17.000,"1+
1",65 m²,"35
                        Yaşında",2. Kat,İzmir / Çiğli / Ahmet Taner Kışlalı Mah.
60.000,"3+
1",145 m²,"2
                        Yaşında",1. Kat,İzmir / Karşıyaka / Aksoy Mah.
65.000,"3+
1",130 m²,"50
                        Yaşında",4. Kat,İzmir / Karşıyaka / Donanmacı Mah.
22.000,"3+
1",90 m²,"35
                        Yaşında",Giriş Katı,İzmir / Balçova / İnciraltı Mah.
20.000,"2+
1",100 m²,"21
                        Yaşında",En Üst Kat,İzmir / Karşıyaka / Örnekköy Mah.
35.000,"3+
1",115 m²,Sıfır Bina,2. Kat,İzmir / Karabağlar / Bahar Mah.
25.000,"2+
1",63 m²,"12
                        Yaşında",Zemin,İzmir / Karşıyaka / Nergiz Mah.
45.000,"2+
1",120 m²,"22
                        Yaşında",1. Kat,İzmir / Karşıyaka / Zübeyde Hanım Mah.
27.000,"2+
1",85 m²,"35
                        Yaşında",4. Kat,İzmir / Karşıyaka / Aksoy Mah.
20.000,"2+
1",90 m²,"30
                        Yaşında",2. Kat,İzmir / Konak / Kemal Reis Mah.
35.000,"2+
1",75 m²,"40
                        Yaşında",Ara Kat,İzmir / Karabağlar / Basın Sitesi Mah.
30.000,"3+
1",130 m²,"31
                        Yaşında",4. Kat,İzmir / Konak / Altıntaş Mah.
28.000,"3+
1",145 m²,"30
                        Yaşında",2. Kat,İzmir / Karabağlar / Vatan Mah.
26.000,"3+
1",125 m²,"26
                        Yaşında",3. Kat,İzmir / Aliağa / Atatürk Mah.
25.500,"3+
1",160 m²,"6
                        Yaşında",2. Kat,İzmir / Torbalı / Torbalı Mah.
18.000,"1+
1",50 m²,"3
                        Yaşında",Yüksek Giriş,İzmir / Buca / Adatepe Mah.
23.000,"3+
1",110 m²,"31
                        Yaşında",3. Kat,İzmir / Konak / Çankaya Mah.
25.500,"3+
1",130 m²,"35
                        Yaşında",Yüksek Giriş,İzmir / Karabağlar / Tahsin Yazıcı Mah.
20.000,"2+
1",80 m²,"8
                        Yaşında",2. Kat,İzmir / Buca / Göksu Mah.
33.000,"3+
1",155 m²,"35
                        Yaşında",4. Kat,İzmir / Karşıyaka / Donanmacı Mah.
28.000,"1+
1",65 m²,"6
                        Yaşında",7. Kat,İzmir / Çiğli / Küçük Çiğli Mah.
20.000,"1+
1",50 m²,"8
                        Yaşında",3. Kat,İzmir / Karabağlar / Doğanay Mah.
30.000,"3+
1",135 m²,"30
                        Yaşında",4. Kat,İzmir / Balçova / Fevzi Çakmak Mah.
25.000,"2+
1",110 m²,"15
                        Yaşında",Yüksek Giriş,İzmir / Karabağlar / Reis Mah.
20.000,"2+
1",73 m²,Sıfır Bina,3. Kat,İzmir / Menemen / Zeytinlik Mah.
40.000,"3+
1",120 m²,Sıfır Bina,8. Kat,İzmir / Karabağlar / Yunus Emre Mah.
29.000,"3+
1",115 m²,"40
                        Yaşında",3. Kat,İzmir / Bornova / Kazımdirik Mah.
45.000,"3+
1",130 m²,Sıfır Bina,1. Kat,İzmir / Narlıdere / Narlı Mah.
40.000,"2+
1",110 m²,"30
                        Yaşında",3. Kat,İzmir / Bornova / Erzene Mah.
28.000,"3+
1",130 m²,"50
                        Yaşında",3. Kat,İzmir / Karabağlar / Muammer Akar Mah.
30.000,"2+
1",95 m²,Sıfır Bina,2. Kat,İzmir / Karabağlar / Doğanay Mah.
23.000,"1+
1",40 m²,Sıfır Bina,Bahçe Katı,İzmir / Çiğli / Küçük Çiğli Mah.
35.000,"3+
1",125 m²,"30
                        Yaşında",5. Kat,İzmir / Karabağlar / Bahar Mah.
25.000,"3+
1",125 m²,"22
                        Yaşında",2. Kat,İzmir / Karşıyaka / Nergiz Mah.
30.000,"3+
1",110 m²,"30
                        Yaşında",2. Kat,İzmir / Balçova / Fevzi Çakmak Mah.
25.000,"3+
1",110 m²,"31
                        Yaşında",5. Kat,İzmir / Karşıyaka / Dedebaşı Mah.
35.000,"2+
1",105 m²,"30
                        Yaşında",4. Kat,İzmir / Bayraklı / Mansuroğlu Mah.
22.000,"1+
1",55 m²,Sıfır Bina,2. Kat,İzmir / Çiğli / Balatçık Mah.
55.000,"2+
1",85 m²,"2
                        Yaşında",4. Kat,İzmir / Karşıyaka / Bostanlı Mah.
25.000,"1+
1",55 m²,Sıfır Bina,2. Kat,İzmir / Konak / Barbaros Mah.
38.000,"3+
1",140 m²,"30
                        Yaşında",5. Kat,İzmir / Bornova / Kazımdirik Mah.
20.000,"2+
1",85 m²,"4
                        Yaşında",2. Kat,İzmir / Karabağlar / Refet Bele Mah.
27.000,"2+
1",85 m²,"1
                        Yaşında",2. Kat,İzmir / Kemalpaşa / Ulucak Cumhuriyet Mah.
25.000,"1+
1",60 m²,"2
                        Yaşında",3. Kat,İzmir / Bornova / Mevlana Mah.
30.000,"3+
1",130 m²,"20
                        Yaşında",4. Kat,İzmir / Karabağlar / Çalıkuşu Mah.
32.000,"3+
1",130 m²,"10
                        Yaşında",1. Kat,İzmir / Kemalpaşa / Mehmet Akif Ersoy Mah.
19.000,"1+
1",50 m²,"3
                        Yaşında",1. Kat,İzmir / Buca / Adatepe Mah.
40.000,"2+
1",150 m²,"25
                        Yaşında",Villa Katı,İzmir / Menderes / Çukuraltı Mah.
19.500,"1+
1",48 m²,"13
                        Yaşında",1. Kat,İzmir / Buca / Kozağaç Mah.
17.000,"1+
1",55 m²,"9
                        Yaşında",Ara Kat,İzmir / Buca / Kuruçeşme Mah.
165.000,"2+
1",130 m²,"20
                        Yaşında",,İzmir / Dikili / Cumhuriyet Mah.
19.500,"3+
1",140 m²,"4
                        Yaşında",2. Kat,İzmir / Torbalı / Atatürk Mah.
17.500,"1+
1",55 m²,"5
                        Yaşında",4. Kat,İzmir / Buca / Yaylacık Mah.
15.000,"1+
1",55 m²,Sıfır Bina,2. Kat,İzmir / Buca / Çamlıkule Mah.
29.000,"3+
1",125 m²,"31
                        Yaşında",4. Kat,İzmir / Konak / Güzelyalı Mah.
30.000,"3+
1",130 m²,"16
                        Yaşında",3. Kat,İzmir / Buca / Göksu Mah.
15.000,"2+
1",85 m²,"35
                        Yaşında",3. Kat,İzmir / Karabağlar / Bahçelievler Mah.
24.500,"2+
1",85 m²,"5
                        Yaşında",2. Kat,İzmir / Buca / Yaylacık Mah.
25.000,"1+
1",55 m²,Sıfır Bina,Yüksek Giriş,İzmir / Buca / Efeler Mah.
23.000,"2+
1",130 m²,Sıfır Bina,4. Kat,İzmir / Torbalı / Torbalı Mah.
28.000,"3+
2",110 m²,"38
                        Yaşında",4. Kat,İzmir / Konak / Alsancak Mah.
35.000,"3+
1",110 m²,"35
                        Yaşında",3. Kat,İzmir / Konak / Mehmet Ali Akman Mah.
35.000,"1+
1",45 m²,Sıfır Bina,4. Kat,İzmir / Karşıyaka / Aksoy Mah.
33.500,"3+
1",105 m²,"30
                        Yaşında",2. Kat,İzmir / Karşıyaka / Donanmacı Mah.
33.000,"3+
1",140 m²,"39
                        Yaşında",1. Kat,İzmir / Konak / Güzelyalı Mah.
32.000,"2+
1",1.210 m²,"31
                        Yaşında",5. Kat,İzmir / Konak / Murat Reis Mah.
28.000,"3+
1",190 m²,"16
                        Yaşında",2. Kat,İzmir / Torbalı / Ertuğrul Mah.
18.500,"1+
1",50 m²,"5
                        Yaşında",2. Kat,İzmir / Buca / Adatepe Mah.
24.500,"2+
1",95 m²,"7
                        Yaşında",4. Kat,İzmir / Buca / Kozağaç Mah.
15.000,"2+
1",80 m²,"16
                        Yaşında",1. Kat,İzmir / Bayraklı / Alpaslan Mah.
23.000,"1+
1",65 m²,"5
                        Yaşında",2. Kat,İzmir / Bornova / Ümit Mah.
28.000,"3+
1",125 m²,"18
                        Yaşında",3. Kat,İzmir / Buca / Atatürk Mah.
21.000,"2+
1",90 m²,"35
                        Yaşında",3. Kat,İzmir / Bayraklı / Mansuroğlu Mah.
19.500,"2+
0",75 m²,"6
                        Yaşında",4. Kat,İzmir / Buca / Adatepe Mah.
17.000,"1+
1",45 m²,"2
                        Yaşında",3. Kat,İzmir / Buca / Adatepe Mah.
20.000,"3+
1",120 m²,"25
                        Yaşında",1. Kat,İzmir / Buca / Vali Rahmi Bey Mah.
26.000,"2+
1",100 m²,"10
                        Yaşında",Giriş Katı,İzmir / Buca / Dumlupınar Mah.
15.000,"1+
1",55 m²,"1
                        Yaşında",Yüksek Giriş,İzmir / Buca / Mustafa Kemal Mah.
22.000,"1+
1",50 m²,"5
                        Yaşında",Yüksek Giriş,İzmir / Buca / Adatepe Mah.
45.000,"1+
1",50 m²,Sıfır Bina,11. Kat,İzmir / Bornova / Yeşilova Mah.
26.000,"1+
1",55 m²,"11
                        Yaşında",6. Kat,İzmir / Karşıyaka / İnönü Mah.
55.000,"4+
1",150 m²,"36
                        Yaşında",3. Kat,İzmir / Karşıyaka / Bostanlı Mah.
57.500,"3+
1",180 m²,Sıfır Bina,Bahçe Katı,İzmir / Seferihisar / Camikebir Mah.
23.000,"2+
1",86 m²,Sıfır Bina,En Üst Kat,İzmir / Seferihisar / Camikebir Mah.
30.000,"3+
1",110 m²,"19
                        Yaşında",3. Kat,İzmir / Karşıyaka / Goncalar Mah.
35.000,"3+
0",110 m²,"30
                        Yaşında",3. Kat,İzmir / Balçova / Teleferik Mah.
25.000,"3+
1",130 m²,"20
                        Yaşında",Ara Kat,İzmir / Selçuk / Cumhuriyet Mah.
27.000,"3+
1",130 m²,"16
                        Yaşında",4. Kat,İzmir / Buca / Atatürk Mah.
87.500,"4+
1",183 m²,"5
                        Yaşında",Tripleks,İzmir / Urla / Kalabak Mah.
35.000,"3+
1",110 m²,"40
                        Yaşında",2. Kat,İzmir / Karabağlar / Bahçelievler Mah.
32.000,"3+
1",95 m²,"40
                        Yaşında",3. Kat,İzmir / Karşıyaka / Bostanlı Mah.
25.000,"1+
1",50 m²,"5
                        Yaşında",4. Kat,İzmir / Karşıyaka / Şemikler Mah.
77.500,"3+
1",165 m²,"6
                        Yaşında",7. Kat,İzmir / Narlıdere / Ilıca Mah.
38.000,"1+
1",45 m²,"3
                        Yaşında",13. Kat,İzmir / Konak / Çınarlı Mah.
27.000,"2+
1",120 m²,"21
                        Yaşında",2. Kat,İzmir / Dikili / Gazipaşa Mah.
40.000,"3+
1",100 m²,"5
                        Yaşında",Ara Kat,İzmir / Karşıyaka / Aksoy Mah.
40.000,"1+
1",50 m²,"6
                        Yaşında",9. Kat,İzmir / Konak / Mersinli Mah.
45.000,"2+
1",80 m²,Sıfır Bina,21 ve üzeri,İzmir / Konak / Akarcalı Mah.
20.000,"2+
1",80 m²,"25
                        Yaşında",3. Kat,İzmir / Bornova / Evka 4 Mah.
21.000,"2+
1",110 m²,"6
                        Yaşında",4. Kat,İzmir / Menemen / Zeytinlik Mah.
25.000,"2+
1",82 m²,Sıfır Bina,1. Kat,İzmir / Bornova / Doğanlar Mah.
28.000,"2+
1",100 m²,"29
                        Yaşında",3. Kat,İzmir / Menemen / 30 Ağustos Mah.
28.000,"1+
1",55 m²,"9
                        Yaşında",6. Kat,İzmir / Bornova / Kazımdirik Mah.
28.000,"2+
1",90 m²,"6
                        Yaşında",2. Kat,İzmir / Karşıyaka / Şemikler Mah.
39.000,"1+
1",55 m²,"6
                        Yaşında",3. Kat,İzmir / Bornova / Kazımdirik Mah.
20.000,"1+
1",60 m²,"3
                        Yaşında",1. Kat,İzmir / Menemen / Gazi Mustafa Kemal Mah.
42.000,"3+
1",160 m²,"15
                        Yaşında",3. Kat,İzmir / Karşıyaka / Mustafa Kemal Mah.
26.000,"2+
1",90 m²,"20
                        Yaşında",4. Kat,İzmir / Bornova / Evka 3 Mah.
25.000,"3+
1",155 m²,"2
                        Yaşında",En Üst Kat,İzmir / Torbalı / Pancar Mah.
55.000,"3+
1",155 m²,"26
                        Yaşında",16. Kat,İzmir / Karşıyaka / Mavişehir Mah.
28.500,"2+
1",90 m²,"6
                        Yaşında",1. Kat,İzmir / Seferihisar / Camikebir Mah.
28.000,"3+
1",135 m²,"21
                        Yaşında",4. Kat,İzmir / Bornova / Ergene Mah.
30.000,"2+
1",126 m²,Sıfır Bina,1. Kat,İzmir / Seferihisar / Çolak İbrahim Bey Mah.
30.000,"3+
1",135 m²,"38
                        Yaşında",4. Kat,İzmir / Bayraklı / Mansuroğlu Mah.
40.000,"3+
1",183 m²,"14
                        Yaşında",7. Kat,İzmir / Bayraklı / Yamanlar Mah.
35.000,"3+
1",136 m²,"25
                        Yaşında",4. Kat,İzmir / Bornova / Kazımdirik Mah.
28.000,"2+
1",90 m²,"6
                        Yaşında",Yüksek Giriş,İzmir / Karşıyaka / Şemikler Mah.
52.500,"3+
1",185 m²,"35
                        Yaşında",Ara Kat,İzmir / Karşıyaka / Bostanlı Mah.
27.500,"2+
1",80 m²,"15
                        Yaşında",Giriş Katı,İzmir / Selçuk / Cumhuriyet Mah.
32.000,"1+
1",70 m²,"11
                        Yaşında",5. Kat,İzmir / Bornova / Mevlana Mah.
35.000,"3+
1",155 m²,"17
                        Yaşında",8. Kat,İzmir / Karşıyaka / Örnekköy Mah.
27.000,"2+
1",85 m²,Sıfır Bina,3. Kat,İzmir / Bornova / Doğanlar Mah.
22.000,"2+
1",115 m²,"25
                        Yaşında",1. Kat,İzmir / Bayraklı / Osmangazi Mah.
26.000,"2+
1",96 m²,"32
                        Yaşında",1. Kat,İzmir / Bayraklı / Manavkuyu Mah.
38.000,"3+
1",136 m²,"19
                        Yaşında",6. Kat,İzmir / Bayraklı / Manavkuyu Mah.
22.000,"1+
1",45 m²,Sıfır Bina,Zemin,İzmir / Konak / Murat Reis Mah.
25.000,"3+
1",140 m²,"25
                        Yaşında",Yüksek Giriş,İzmir / Buca / Buca Koop. Mah.
27.000,"2+
1",115 m²,"35
                        Yaşında",1. Kat,İzmir / Bornova / Erzene Mah.
40.000,"2+
1",70 m²,Sıfır Bina,2. Kat,İzmir / Bornova / Kazımdirik Mah.
30.000,"1+
1",60 m²,"5
                        Yaşında",2. Kat,İzmir / Çiğli / Ataşehir Mah.
21.000,"1+
1",49 m²,"1
                        Yaşında",3. Kat,İzmir / Karşıyaka / Örnekköy Mah.
22.000,"1+
1",60 m²,"3
                        Yaşında",4. Kat,İzmir / Çiğli / Balatçık Mah.
30.000,"2+
1",130 m²,"3
                        Yaşında",Ara Kat,İzmir / Buca / Fırat Mah.
28.000,"2+
1",95 m²,"5
                        Yaşında",Yüksek Giriş,İzmir / Bornova / Erzene Mah.
80.000,"3+
1",175 m²,"5
                        Yaşında",3. Kat,İzmir / Narlıdere / Ilıca Mah.
35.000,"3+
1",150 m²,"12
                        Yaşında",6. Kat,İzmir / Menemen / 9 Eylül Mah.
40.000,"3+
1",130 m²,"35
                        Yaşında",3. Kat,İzmir / Karşıyaka / Bostanlı Mah.
25.000,"1+
1",43 m²,Sıfır Bina,Ara Kat,İzmir / Selçuk / Zafer Mah.
25.000,"1+
1",80 m²,"5
                        Yaşında",3. Kat,İzmir / Buca / Adatepe Mah.
30.000,"3+
1",118 m²,"42
                        Yaşında",Ara Kat,İzmir / Bayraklı / Mansuroğlu Mah.
32.000,"3+
1",172 m²,Sıfır Bina,8. Kat,İzmir / Menemen / Uğur Mumcu Mah.
60.000,"2+
1",170 m²,"40
                        Yaşında",5. Kat,İzmir / Konak / Mimar Sinan Mah.
13.000,"1+
1",50 m²,"2
                        Yaşında",3. Kat,İzmir / Menemen / İnönü Mah.
24.500,"3+
1",125 m²,"25
                        Yaşında",7. Kat,İzmir / Bayraklı / Osmangazi Mah.
19.500,"1+
1",50 m²,"1
                        Yaşında",2. Kat,İzmir / Çiğli / Balatçık Mah.
20.000,"2+
1",88 m²,Sıfır Bina,2. Kat,İzmir / Torbalı / Pancar Mah.
23.000,"2+
1",100 m²,"17
                        Yaşında",7. Kat,İzmir / Karşıyaka / Zübeyde Hanım Mah.
20.000,"2+
1",80 m²,Sıfır Bina,Yüksek Giriş,İzmir / Torbalı / Pancar Mah.
25.000,"3+
1",115 m²,"30
                        Yaşında",4. Kat,İzmir / Bornova / Kazımdirik Mah.
21.000,"1+
1",74 m²,"2
                        Yaşında",3. Kat,İzmir / Çiğli / Balatçık Mah.
38.000,"1+
1",60 m²,"2
                        Yaşında",Yüksek Giriş,İzmir / Karşıyaka / Bostanlı Mah.
45.000,"3+
1",130 m²,"50
                        Yaşında",3. Kat,İzmir / Karşıyaka / Bostanlı Mah.
25.000,"1+
1",50 m²,"1
                        Yaşında",2. Kat,İzmir / Buca / Yaylacık Mah.
20.000,"2+
1",90 m²,"31
                        Yaşında",1. Kat,İzmir / Konak / Akın Simav Mah.
22.000,"3+
1",115 m²,"21
                        Yaşında",5. Kat,İzmir / Çiğli / Evka - 6 Mah.
75.000,"4+
1",230 m²,"11
                        Yaşında",2. Kat,İzmir / Balçova / Teleferik Mah.
38.000,"3+
1",90 m²,"31
                        Yaşında",Giriş Katı,İzmir / Narlıdere / Ilıca Mah.
41.000,"3+
1",145 m²,Sıfır Bina,Bahçe Katı,İzmir / Seferihisar / Tepecik Mah.
25.000,"3+
1",140 m²,"26
                        Yaşında",2. Kat,İzmir / Bayraklı / Osmangazi Mah.
35.000,"3+
1",125 m²,"21
                        Yaşında",2. Kat,İzmir / Karşıyaka / Bahçelievler Mah.
22.000,"3+
1",85 m²,"32
                        Yaşında",2. Kat,İzmir / Bayraklı / Fuat Edip Baksı Mah.
23.000,"3+
1",100 m²,"25
                        Yaşında",1. Kat,İzmir / Bornova / Yeşilova Mah.
30.000,"3+
1",170 m²,"21
                        Yaşında",5. Kat,İzmir / Bornova / Kazımdirik Mah.
17.000,"2+
1",85 m²,"30
                        Yaşında",4. Kat,İzmir / Konak / Atilla Mah.
75.000,"4+
1",220 m²,"40
                        Yaşında",6. Kat,İzmir / Konak / Alsancak Mah.
78.000,"3+
1",170 m²,"5
                        Yaşında",1. Kat,İzmir / Urla / Çamlıçay Mah.
31.000,"2+
1",70 m²,"32
                        Yaşında",4. Kat,İzmir / Karşıyaka / Bahriye Üçok Mah.
22.000,"1+
1",45 m²,"6
                        Yaşında",3. Kat,İzmir / Bornova / Erzene Mah.
30.000,"1+
1",55 m²,"4
                        Yaşında",1. Kat,İzmir / Bornova / Kazımdirik Mah.
44.000,"2+
1",80 m²,"6
                        Yaşında",6. Kat,İzmir / Çiğli / Yeni Mahalle Mah.
35.000,"1+
1",55 m²,"6
                        Yaşında",Bahçe Katı,İzmir / Urla / Altıntaş Mah.
18.000,"2+
1",80 m²,"1
                        Yaşında",Yüksek Giriş,İzmir / Torbalı / Pancar Mah.
27.000,"3+
1",132 m²,"20
                        Yaşında",Ara Kat,İzmir / Bornova / Yeşilova Mah.
26.000,"2+
1",130 m²,"40
                        Yaşında",Ara Kat,İzmir / Karşıyaka / Bahariye Mah.
65.000,"3+
1",145 m²,Sıfır Bina,Bahçe Katı,İzmir / Seferihisar / Hıdırlık Mah.
17.500,"2+
0",60 m²,"5
                        Yaşında",1. Kat,İzmir / Buca / Atatürk Mah.
30.000,"3+
1",115 m²,"31
                        Yaşında",3. Kat,İzmir / Bornova / Erzene Mah.
32.000,"3+
0",130 m²,"25
                        Yaşında",Ara Kat,İzmir / Buca / Yenigün Mah.
23.000,"1+
1",60 m²,"5
                        Yaşında",1. Kat,İzmir / Bornova / İnönü Mah.
35.000,"2+
1",80 m²,"40
                        Yaşında",5. Kat,İzmir / Konak / Alsancak Mah.
20.000,"2+
1",110 m²,"21
                        Yaşında",Giriş Katı,İzmir / Konak / Altıntaş Mah.
28.000,"2+
1",95 m²,"28
                        Yaşında",3. Kat,İzmir / Karabağlar / Bahçelievler Mah.
23.000,"3+
1",145 m²,"2
                        Yaşında",2. Kat,İzmir / Menemen / Zeytinlik Mah.
45.000,"3+
1",137 m²,"11
                        Yaşında",3. Kat,İzmir / Çiğli / Balatçık Mah.
25.000,"3+
1",115 m²,"40
                        Yaşında",3. Kat,İzmir / Menemen / Mermerli Mah.
28.000,"2+
1",80 m²,"31
                        Yaşında",5. Kat,İzmir / Karşıyaka / Yalı Mah.
30.000,"3+
1",120 m²,"30
                        Yaşında",Yüksek Giriş,İzmir / Konak / Atilla Mah.
25.000,"3+
1",115 m²,"31
                        Yaşında",1. Kat,İzmir / Karabağlar / Esenlik Mah.
20.000,"1+
1",50 m²,"11
                        Yaşında",5. Kat,İzmir / Buca / Atatürk Mah.
28.000,"3+
1",125 m²,"26
                        Yaşında",4. Kat,İzmir / Karabağlar / Basın Sitesi Mah.
225.000,"6+
1",420 m²,"11
                        Yaşında",Tripleks,İzmir / Narlıdere / Altıevler Mah.
25.000,"3+
1",120 m²,"31
                        Yaşında",4. Kat,İzmir / Çiğli / Evka - 2 Mah.
22.000,"2+
1",85 m²,"6
                        Yaşında",2. Kat,İzmir / Bayraklı / Çiçek Mah.
25.000,"4+
1",155 m²,"30
                        Yaşında",3. Kat,İzmir / Menemen / Kasımpaşa Mah.
39.000,"2+
1",90 m²,"31
                        Yaşında",2. Kat,İzmir / Karşıyaka / Bostanlı Mah.
30.000,"2+
1",85 m²,"30
                        Yaşında",Yüksek Giriş,İzmir / Konak / Altıntaş Mah.
18.000,"1+
1",45 m²,"5
                        Yaşında",2. Kat,İzmir / Buca / Atatürk Mah.
20.000,"1+
1",60 m²,"6
                        Yaşında",3. Kat,İzmir / Buca / Adatepe Mah.
26.000,"3+
1",95 m²,"35
                        Yaşında",2. Kat,İzmir / Konak / Alsancak Mah.
21.000,"2+
1",90 m²,"4
                        Yaşında",Ara Kat,İzmir / Torbalı / Tepeköy Mah.
45.000,"2+
1",85 m²,"5
                        Yaşında",3. Kat,İzmir / Karşıyaka / Bostanlı Mah.
100.000,"4+
2",300 m²,Sıfır Bina,,İzmir / Foça / Cumhuriyet Mah.
30.000,"2+
1",85 m²,"4
                        Yaşında",Bahçe Katı,İzmir / Menemen / 29 Ekim Mah.
25.000,"2+
1",100 m²,"6
                        Yaşında",5. Kat,İzmir / Menderes / Görece Cumhuriyet Mah.
30.000,"3+
1",100 m²,"9
                        Yaşında",Yüksek Giriş,İzmir / Çiğli / Şirintepe Mah.
35.000,"2+
1",74 m²,Sıfır Bina,1. Kat,İzmir / Karşıyaka / Nergiz Mah.
40.000,"3+
1",145 m²,"39
                        Yaşında",1. Kat,İzmir / Karşıyaka / Donanmacı Mah.
30.000,"3+
1",120 m²,"21
                        Yaşında",2. Kat,İzmir / Bornova / Atatürk Mah.
35.000,"3+
1",140 m²,"11
                        Yaşında",3. Kat,İzmir / Menderes / Kemalpaşa Mah.
50.000,"4+
0",190 m²,Sıfır Bina,,İzmir / Torbalı / Fevzi Çakmak Mah.
33.000,"3+
1",130 m²,"2
                        Yaşında",Yüksek Giriş,İzmir / Torbalı / İnönü Mah.
28.000,"2+
1",90 m²,Sıfır Bina,3. Kat,İzmir / Karşıyaka / İmbatlı Mah.
26.000,"2+
1",126 m²,"5
                        Yaşında",3. Kat,İzmir / Menemen / İstiklal Mah.
38.000,"3+
1",115 m²,"4
                        Yaşında",En Üst Kat,İzmir / Menemen / 9 Eylül Mah.
36.500,"3+
1",135 m²,"31
                        Yaşında",1. Kat,İzmir / Karabağlar / Poligon Mah.
36.000,"2+
1",100 m²,"4
                        Yaşında",1. Kat,İzmir / Seferihisar / Çolak İbrahim Bey Mah.
25.000,"3+
1",110 m²,"57
                        Yaşında",Zemin,İzmir / Karşıyaka / Alaybey Mah.
35.000,"2+
1",95 m²,"50
                        Yaşında",4. Kat,İzmir / Karşıyaka / Aksoy Mah.
29.500,"3+
1",140 m²,"6
                        Yaşında",3. Kat,İzmir / Menemen / Atatürk Mah.
28.500,"1+
1",55 m²,Sıfır Bina,2. Kat,İzmir / Çiğli / Balatçık Mah.
16.000,"1+
1",50 m²,"1
                        Yaşında",6. Kat,İzmir / Buca / Çamlıkule Mah.
14.000,"1+
1",55 m²,"1
                        Yaşında",2. Kat,İzmir / Menemen / İnönü Mah.
850.000,"3+
1",150 m²,"15
                        Yaşında",,İzmir / Çeşme / Alaçatı Mah.
25.000,"2+
1",110 m²,"21
                        Yaşında",3. Kat,İzmir / Ödemiş / Zafer Mah.
69.999,"4+
1",200 m²,"26
                        Yaşında",8. Kat,İzmir / Karabağlar / Muammer Akar Mah.
800.000,"3+
1",220 m²,"4
                        Yaşında",1. Kat,İzmir / Çeşme / Ardıç Mah.
47.000,"2+
1",110 m²,"25
                        Yaşında",,İzmir / Konak / Mimar Sinan Mah.
36.000,"3+
1",150 m²,"2
                        Yaşında",Ara Kat,İzmir / Torbalı / Yedi Eylül Mah.
26.500,"2+
1",70 m²,"1
                        Yaşında",En Üst Kat,İzmir / Menderes / Cüneytbey Mah.
20.000,"2+
1",85 m²,"30
                        Yaşında",4. Kat,İzmir / Karabağlar / Yurdoğlu Mah.
45.000,"3+
1",145 m²,"16
                        Yaşında",7. Kat,İzmir / Karabağlar / Poligon Mah.
65.000,"3+
1",160 m²,Sıfır Bina,3. Kat,İzmir / Konak / Güzelyalı Mah.
36.000,"1+
1",36 m²,"11
                        Yaşında",15. Kat,İzmir / Karşıyaka / Yalı Mah.
45.000,"2+
1",90 m²,Sıfır Bina,Bahçe Katı,İzmir / Çeşme / Reisdere Mah.
19.000,"1+
1",40 m²,Sıfır Bina,2. Kat,İzmir / Buca / Efeler Mah.
82.000,"3+
1",175 m²,"4
                        Yaşında",3. Kat,İzmir / Güzelbahçe / Yelki Mah.
16.000,"1+
1",72 m²,"11
                        Yaşında",Kot 2,İzmir / Buca / Adatepe Mah.
